source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp
413966544480719104,20.527060529229175,58.88012820043096,0.33421148363142483,26.247316,9.464946,0.5087137
429470895385555456,0.9895863513096748,61.10362880988484,0.3284002015198213,21.261435,8.485552,0.54674244
457930276396481280,39.706805514963094,57.591294669047684,0.42596269824897537,26.316578,9.134065,0.66014576
458356474596389888,35.22032758377904,56.925749470135926,0.43000598455084327,25.210653,9.151855,0.41789436
458459863049757568,35.325306548801386,57.306132789366636,0.43413324966251327,23.472189,9.607014,0.8199816
458488003675180160,35.79902547050592,57.47204107753976,0.39287520352108657,25.118198,9.6335535,0.44660473
507837762010435456,29.99244053593275,59.722100652692646,0.3368425393224194,21.718811,9.566266,0.58874893
507936511903779840,30.654854795502136,60.07978170870858,0.3390645893450359,26.042908,9.402804,0.8868618
508072713913759488,28.555208025468275,59.9818804410015,0.46496551196495645,33.834824,8.893842,1.1051188
509313302321726464,21.978627145136507,59.23580431179619,0.38745375191419684,24.99514,9.859714,0.41389656
509863195576354816,23.31307300811848,60.68334798065254,0.3730229275637353,25.585688,9.69635,0.50933075
510613066805706496,22.394202224785115,60.967971637198254,0.47263639494449605,30.082895,9.458225,0.3454132
510786274246739200,23.15400047018561,61.96989562504888,0.3275875733440067,26.36454,9.265266,0.6121893
1696485904095504128,235.25549093444494,72.14319882928797,0.4867019268482007,40.90874,8.96975,1.5226288
2015790162481164416,353.2459188823804,62.215300126071796,0.36670380341658537,31.273762,9.059186,1.6310883
2167088391310088192,312.8614828250906,47.77307740967802,0.3407559230411047,29.420887,8.713933,1.120759
2400649159528767872,340.49771427530385,-20.784547875941318,0.4166436843414847,22.263485,8.765042,1.6823668
3031335007826144128,108.78304458353594,-15.339527500549192,0.41832496587637696,22.093279,9.710464,0.6442938
3050221903170250624,103.25926857829168,-9.964420592592623,0.47712295034230784,26.047497,8.438255,1.8034401
4874787782177687296,74.2145159466642,-31.261903209653116,0.4380306675723735,33.907906,8.813539,1.5221004
5612138146839352064,113.39298876748138,-27.97729213066075,0.3358446589483981,20.202011,8.318589,0.4991336
5618502188859846400,113.29261981082585,-22.92318825592265,0.438561037768382,26.585814,8.673974,2.031228
921290624095457408,120.00356647950441,39.86540635438252,0.34278641301788043,20.354753,9.144907,1.4915199
3055394693060459136,112.97311737709752,-5.751841661230687,0.4907886082078201,29.205181,8.957438,1.9663401
3101003363094076544,104.87327646923951,-5.580686861215913,0.45175911637688365,32.136383,9.284055,0.39612103
3112790638838473984,105.94519070052357,0.13685496296987198,0.43453412626242494,25.122982,8.437656,1.0812659
3156097485576709504,109.06281709633174,9.64848867329091,0.4538350409422426,24.265982,8.396963,1.8263669
3329627770791356800,90.89269227650193,9.665165622939373,0.4670859299966842,24.446302,9.478723,0.35349464
3374042439914731392,93.53170202491432,18.964916139095994,0.4723257893609662,24.480057,9.383248,0.52292156
3374390538424405632,91.7265264663817,19.03445655417196,0.4418221138256395,23.578096,9.126971,0.89421844
5712681578888416896,118.06955243440983,-20.552831117990326,0.318856909088562,23.754457,9.378334,0.7833595
4053432495885886464,265.5716973987013,-34.12735772847895,0.39959458598988284,25.039055,8.831246,1.1844358
4103540917215829888,280.69312028882064,-14.466493124558463,0.3306649528887947,22.053974,8.861268,1.1004791
4105022921472299008,278.4712875820414,-12.262895876818273,0.4600310559999571,28.878563,9.325166,0.8349228
4152892187348002688,277.15282223091725,-12.997454700651277,0.4459603564684869,21.906908,8.141203,0.8556423
4153511865229770368,274.44594152564474,-12.499420509184356,0.4671555535047843,23.208885,8.304465,1.4796543
4153564573070569984,274.35231333228336,-12.307582875758442,0.4936224240873781,33.558453,9.4143505,1.3325186
4156692649278135936,278.6062255178569,-8.09859223134135,0.4309690246077372,28.371883,9.0690775,1.3176813
2020526583713710848,296.47555161176797,24.09636643466128,0.45774435626323856,24.806581,7.5808687,1.1072536
5932310366677236096,244.87988922160017,-53.55527907005531,0.47838901919591803,25.697723,8.639502,1.8459363
5932951313255316608,243.413486085635,-53.913115985747986,0.42673241496673814,23.876564,8.99431,1.8719921
6057699497268721792,180.22223489151756,-62.08837331807562,0.3142228994352897,25.74902,9.144678,1.5262499
5866003046572231936,211.34176811421753,-62.50740598290455,0.45562708930118045,27.816622,8.757803,0.6335592
5877825098695583872,223.47019982158682,-61.00620129270079,0.37330194621570273,21.005047,8.999897,1.4817047
5882096598319863936,232.4361861472933,-58.58091737789208,0.30309875487355653,21.616463,9.205201,1.6778116
5335543970997662336,177.69704317405177,-59.73699513326572,0.451622621039178,22.334072,9.970301,-0.045947075
5861181516334057600,186.23309913463424,-65.2110156733972,0.41060793267403217,21.677748,6.869151,0.20890093
6054028537187430272,182.50458565359818,-64.0009710425701,0.461073070881297,23.09626,9.146696,0.45346355
5237358579056159872,172.12660710362834,-64.88719709019773,0.354052682194509,22.135122,8.64461,0.37730885
5241948245499912832,162.97905245477438,-62.18705844815263,0.39500923968191265,20.069042,9.541727,0.11192417
5242112970427597952,163.09681686151478,-61.00934521339322,0.43221773255682266,24.682213,9.408956,0.036313057
5254097093074642944,159.834649088274,-61.1524314062913,0.3854811329203991,31.607279,8.853682,1.2618895
5254274840348522240,160.72761427197995,-59.972123952834195,0.44203906524544373,26.03038,9.385575,0.06834221
5254295559276699392,159.07420759086173,-61.012556830472676,0.38706216559252227,30.132446,9.12828,1.1550779
5258469202295166592,150.79238351183218,-58.098895041335915,0.37042022090093535,26.10502,8.410106,1.4996772
5258741400139579008,153.96913061164577,-57.37500543215942,0.4458123515924422,23.246195,7.5669045,1.0418296
5334207583323855744,173.96764245294918,-61.63542239514189,0.48416691394742445,21.24257,9.596753,0.019397736
5334337325672222208,170.76415703794515,-61.63496879855298,0.48197099776701474,34.90065,9.488696,0.27545834
5334463185442116480,171.30724643114158,-61.2768624852733,0.40067230119884695,28.575289,8.890344,0.16906738
5334663021674428416,179.43707428571702,-62.37586811029374,0.27919119609570553,20.72142,9.647508,0.54935455
5334716829032175360,179.36779233482505,-61.84916956289675,0.4511910395624979,27.78456,7.982562,1.9321003
5337257113186282752,167.51352875110987,-60.93067206039207,0.37629580532154727,20.882597,8.722797,0.29254723
5337257800381131776,167.55153088655968,-60.86308753228858,0.41656669839412064,26.30415,9.210866,0.35782528
5337319819715551360,166.864702779929,-60.771621315160274,0.33785350661066016,22.788193,8.611917,2.0655031
5338108753675521792,164.85615541755905,-60.58233298517741,0.43347142435809577,25.881538,9.750804,0.21508026
5338218670477872896,164.0161055130655,-60.49376992227813,0.46691434402273746,28.114582,9.035945,0.20585346
5338294846024425984,163.04172520741102,-59.95515103341912,0.46450854785522466,26.66622,8.987743,0.10284996
5338325254378350336,164.41077426009005,-60.07894774082774,0.27529189539359566,21.114435,9.405009,0.53881836
5338508116915554304,166.1068980724151,-59.759130951933585,0.39903811150199525,26.940733,9.364048,0.17833805
5339059590722514048,170.83431978399958,-59.79860059816746,0.32792186690977504,26.8195,9.202755,0.8679371
5339627827719308032,171.4474818221193,-58.14240576883164,0.47583020095193607,28.173632,8.945314,0.09678078
5350290724010326784,161.72429402022604,-60.07829476102393,0.38873582942631896,21.466665,9.524211,0.44042587
5350301994003543936,161.1979113528494,-59.96636177021278,0.4300078294973813,25.759249,9.613539,0.23183727
5350302097082780416,161.2388624994838,-59.93509876290368,0.41234327854959774,21.812225,6.7649603,2.3637338
5350347108343919104,161.02433440846193,-59.99486539918329,0.4153338457793832,21.073603,8.598044,0.40696144
5350395379453207296,161.1822514542928,-59.35479212118571,0.4166490944719194,31.988422,9.371195,0.2613163
5351447204084589184,158.9322666766171,-58.24499528781435,0.42515040776810786,20.056187,6.1866355,2.34872
5522013721334028672,130.9040698053674,-46.01091486054769,0.45788230006567543,30.36595,8.45753,2.198329
5524471473410215808,133.86524801758378,-41.5894842277198,0.42494094754584333,33.47897,9.515969,1.0632048
4775759339708795392,69.18718298611542,-55.54299881323674,0.496853615026885,36.251842,8.768503,1.7890825
429913654973050880,0.24597027883926814,62.08142491392431,0.3799691943660124,26.914497,9.737854,0.5161667
430586384291362688,6.0018251518691965,62.34000368445924,0.48208078097083334,27.322763,8.4174595,2.0154448
457965701288040064,37.765788262752196,56.84065401622764,0.4504355290445263,20.517899,8.243368,2.2450786
458212541647099648,38.547709535155676,58.40548397245056,0.394698136094972,22.533243,8.604452,0.7269783
458373620106025344,34.8604863365301,57.07836411839056,0.4483348304453978,31.12053,9.354655,0.8227234
458377743274231936,34.74572613773821,57.14508325834256,0.44803307658077207,31.79697,9.657912,0.4594574
458420796025051648,36.405927945834996,57.19954840750713,0.4206391924403255,24.01575,9.457549,0.34493065
458477970630324224,34.91924956455082,57.50224895421219,0.44683989128690216,25.46456,9.483332,0.59399414
458479104501700096,35.21961175646976,57.45728390586298,0.40638780958901966,24.86509,9.751401,0.48082733
458558166258030592,34.39632334800638,57.0856715016714,0.36679713683521664,22.255253,9.84263,0.2776308
458562358146100736,34.24045440192384,57.13019749986464,0.4064774654520427,25.031054,8.949944,0.4389286
506280509955705600,29.767826833965913,58.94284463197052,0.37330304541652826,21.230774,9.539099,0.5609884
508770250956210304,30.78422616891609,62.190010762877655,0.38215087966034716,20.287773,7.8587475,2.5290122
513064148796472064,24.446643465327288,64.73935555277775,0.3748634959776924,23.663712,6.16359,1.2737899
1998640839106510848,354.4309519491933,57.097939296880604,0.2925342482032981,22.849112,9.191374,0.8105049
2004631974900212224,333.59115862527676,53.719491608689076,0.2896892773644916,20.939728,9.548757,0.3385172
2007849042838403200,335.60258002224816,57.23974221524357,0.28217931886668446,21.71264,9.257161,1.0233765
2067570185121916544,305.79358327840737,40.76451098234828,0.44723165045196095,28.788298,9.3256855,1.2318869
2071433765909167232,308.22621041712125,46.601248715704585,0.4186396791639282,33.75561,8.952725,1.8428802
2071602369144118272,308.4214220148366,47.471626503648054,0.4713960688739136,33.467907,8.447405,1.9846897
2078709577944648192,297.06443323833906,43.12691706660922,0.4207201785813663,36.633575,8.946757,1.1738539
2165131535502023936,316.4086812818217,47.11699431661465,0.42862600333233175,25.827457,9.575314,0.1975956
2931398987226447232,109.93329300800156,-18.4732683117443,0.4418595053609205,28.268335,8.93813,1.7305956
5610430570916320768,105.1649455481154,-28.194982523170232,0.33932647793089016,23.997736,8.770837,2.2084184
5619909907343072896,111.25445448266562,-21.018766673311884,0.4115648392006583,21.781544,9.549203,0.10552406
5716246848422026752,114.1065818954301,-20.21125780982548,0.358400938503833,21.880997,9.837168,0.4250641
183262754127654528,82.04038488083377,35.281660969033936,0.45747287962142924,25.757654,9.576343,0.61383724
3055018831882226048,111.12144336525942,-6.711689193697907,0.4679307425954388,25.719816,9.058736,1.5497274
3059313936617180928,108.50931257551647,-4.585968769360073,0.43551105722001937,22.926111,8.651869,2.1423516
3124718866829395328,93.88580181288387,2.525171308427562,0.44676234639544626,23.738129,9.036005,1.5983467
3374478288897747456,92.30543030732129,19.176988120150508,0.4784189900070681,26.937449,9.049567,1.086113
3418675568255191040,75.77808940303534,23.63991630415014,0.4749064046149533,20.40101,8.509431,1.9417682
4041236811592006272,264.77676563828015,-35.46758917761425,0.412383992497976,22.023043,9.6559725,0.8352289
4256949418066877568,280.232111346729,-4.084468757317161,0.46057674949209104,25.595434,8.625256,1.3125734
2059236196250418688,302.35678651885655,36.49671251335498,0.3428449960759546,23.746511,9.436229,0.58424664
2060868863612308736,304.1217360747542,37.9225331883876,0.49271548527252684,37.9367,9.18294,0.3953066
6054552694986709376,185.41467062879798,-62.952750901447324,0.48296643829141095,27.354248,7.6608176,2.1089606
6055044726452402176,187.23517182535605,-61.105661143903475,0.4516421731290013,25.9453,9.751744,0.22123909
6059433530180861440,186.29472315746222,-58.441462301719795,0.4957762659866122,26.897724,7.6591697,1.9599271
5852775956091051136,213.79905851051188,-64.74040023555716,0.4800680643372093,26.666348,9.907502,0.20081997
5335249645487770240,178.9261022406092,-60.62585747026551,0.3688374197579697,20.6898,9.853023,0.074297905
5335438246090671232,176.49368162326,-60.533022057275566,0.4978309124908644,27.443602,9.672209,0.040593147
5335489132867692544,175.6508581423221,-59.97815273483658,0.32914757817973794,21.894276,9.572438,0.4409294
5335559462900689536,176.7899758525446,-59.60905407384641,0.4621301588028039,21.752995,9.49123,-0.02940178
5859038018438333568,197.58091415469602,-64.45655287736271,0.36640162904706736,24.83485,9.344258,0.47666264
5861834763652109952,193.01435585919347,-64.52193945672556,0.39888487503680514,25.743082,8.800382,2.2269125
5864101647436803456,202.81865469577573,-64.47118465713162,0.46455925852115604,33.19089,9.481302,0.2432394
6053407381846983040,185.50996914510972,-64.69390217043838,0.4496905158638463,21.404818,8.619458,0.2405653
5250007326450864512,146.42350849719352,-62.82700718955572,0.4743770178471961,37.33922,8.640154,1.4476123
5254778932073853440,156.84683699712485,-60.31116281393016,0.3267605356220461,23.072832,8.750597,1.7950349
5254859952318446592,154.54292457285553,-60.995088393102684,0.4818477444663342,24.63548,8.325415,2.8329391
5255522545505772544,154.5450077495087,-58.66065140388062,0.4213952933912359,24.526373,9.967084,0.09618378
5258594787144576256,153.66299111628146,-58.31394770456876,0.380964173423643,26.304596,9.245895,0.6189718
5258811562720161536,152.6227133227549,-57.787203171283416,0.38617996076435107,23.313538,9.797676,0.45384693
5306021087346770560,145.7646862543772,-57.56694790785717,0.472103153796358,38.629906,8.562574,0.48199272
5308587794157443328,147.68830249077382,-53.3874223948506,0.4118443322350191,34.14938,8.928684,0.5388241
5324644031165449600,134.3702045117917,-50.74949743106076,0.44381445564621075,22.884344,7.0200615,0.211514
5328684083563908480,132.373128802769,-48.174779217779204,0.4538311211463035,41.70119,8.861673,1.0076723
5328712430349114880,132.7269151462132,-47.881765584419284,0.46779130810819286,29.405064,8.023582,0.860054
5329509159652062976,132.20963371442807,-47.29378761077413,0.49318697496700487,30.67233,9.597302,0.1565237
5329798026283063680,131.46620014857905,-46.29414596061803,0.4845852350043838,22.95364,7.966499,0.33716106
5329902582960734592,131.97411477068337,-45.931624533458496,0.4754220361822237,38.073307,9.436533,0.6406174
5332380263738418048,178.43406670446535,-65.28954757109341,0.40515635096606956,21.819042,7.4469733,0.2504797
5333139235984838528,176.3005888501318,-63.575382441907585,0.43183567019617036,28.00188,8.535996,0.9393344
5333957788009701760,174.59482008015615,-63.2007757605804,0.4196919246160145,25.441944,8.652265,0.3038702
5334610172052732032,177.66609690976748,-62.55198232784845,0.45565456556732814,20.236938,8.487756,0.062698364
5337634795446917504,167.71782494495793,-60.74167406648688,0.4367282460663996,20.05312,8.802197,0.2359457
5338088996824827264,165.78524321001214,-60.38514838525215,0.4375505692166225,33.25346,8.876158,1.6784248
5338133423970121856,164.5509730602869,-60.31575483320998,0.4360003664380198,20.017916,8.666625,2.005787
5338482244029922048,165.88800220498868,-59.96005908770437,0.4166656187037454,20.972012,9.220897,0.1476736
5338658990526246400,166.62107032522056,-58.805198605140575,0.4714349502149393,28.415287,8.755321,0.31102753
5339044231918324480,170.4625404782638,-59.991421045261276,0.4739753503330598,30.19863,8.962327,0.2497387
5340150542422607232,166.97367206591016,-58.65007561132005,0.3990731283250275,21.800005,9.832892,0.13838863
5350352812060632192,160.815550148646,-59.851543176396945,0.3893263442453704,26.045816,9.814025,0.108428955
5350703315744983808,160.40962372813578,-58.77185131597718,0.4230364737155525,29.72136,8.878115,0.55263805
5351083025233587968,161.8422150243704,-57.16719956215419,0.34889029304947394,21.428375,8.871635,0.4199934
5405553621532892800,147.40596902025615,-51.87248560179172,0.4794102162037867,32.039288,9.016214,0.223629
5522363091152539776,129.42223778954926,-44.603128257330106,0.44128389108063737,28.43837,9.836349,0.3482132
5487974692453649792,114.87591545040875,-55.8047665442542,0.4811450295724479,35.44328,8.979586,1.7179842
413980906852870912,19.939772657000084,58.66333385032744,0.3276068051486844,23.366917,9.4186945,0.45500278
456866017861147264,32.20024939013692,55.692568438773826,0.469826629769785,25.008305,9.9128895,0.15105152
457619664363369600,36.98696827283056,56.63955545214857,0.3972177914435875,20.475,9.446477,0.31179142
458372795471717888,34.62430147708934,57.15087308127002,0.4483046294572552,25.820532,9.330386,0.36842918
458374788336739200,34.76854664649321,57.1354937519504,0.4348039671941465,21.98423,6.446982,0.71346235
466225473151473792,44.26719596975003,61.416017967831486,0.47825222241101367,32.05613,9.183763,0.5053196
507929158919835264,30.655621478950692,59.97553207102126,0.38104491661846696,22.653126,9.414603,0.85884476
507951149152234112,30.675378710291568,60.2573413262477,0.3555937913898965,20.92191,8.594591,1.5332274
509866429697620864,23.730134247527428,60.71414825022875,0.34666051200108355,22.875856,9.582437,0.3579092
515732702182864640,39.34398873733113,63.881414182347086,0.48982109513792277,26.226656,8.327729,1.051713
522790566096761856,14.57084358393948,61.930786137218405,0.3852567168413002,28.028227,8.862102,0.9968815
1019282089659463808,139.6016978553782,51.402071471924174,0.46308440205047136,20.388853,7.8966866,2.8134456
1642955252784454144,240.42080532629103,66.80278928831764,0.3411412139945285,22.73737,9.172479,1.6156511
1999513542101583232,359.4486965426397,59.72010905920973,0.3442359953468422,20.448477,7.776269,1.0877542
2007102543162232320,343.2488969212227,57.29389301747349,0.35853834408268376,27.192844,8.803568,1.6329136
2013735621926788608,348.6435514263434,59.83672606714014,0.29009358916857164,26.349953,9.299931,0.9630699
2016187635943074816,359.9810587298906,64.00369700658807,0.3411186028981466,30.03583,9.484443,0.7863922
2061414947236018816,305.0727167452343,39.339339982906054,0.4564990027707147,26.150146,8.470594,1.9566374
2070149433243897728,311.51896278724627,44.86932795065094,0.47017015843938087,22.018234,7.654029,3.140668
2162842077419482368,316.21887834113863,46.206682246854534,0.34187854956275066,31.463505,9.065947,1.7395601
2163549991105161728,314.9297387340192,46.267297110467226,0.488426972285972,28.249893,8.758238,2.2756681
